row_id,series,region,score,ratio,active,category,notes,url
30093,series_3,emea,13441,0.093,false,extended,"row 30093 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30093
30094,series_4,amer,13478,0.094,true,stress,"row 30094 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30094
30095,series_5,latam,13515,0.095,false,delta,"row 30095 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30095
30096,series_6,apac,13552,0.096,true,baseline,"row 30096 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30096
30097,series_7,emea,13589,0.097,false,extended,"row 30097 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30097
30098,series_8,amer,13626,0.098,true,stress,"row 30098 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30098
30099,series_9,latam,13663,0.099,false,delta,"row 30099 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30099
30100,series_10,apac,13700,0.100,true,baseline,"row 30100 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30100
30101,series_11,emea,13737,0.101,false,extended,"row 30101 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30101
30102,series_12,amer,13774,0.102,true,stress,"row 30102 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30102
30103,series_13,latam,13811,0.103,false,delta,"row 30103 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30103
30104,series_14,apac,13848,0.104,true,baseline,"row 30104 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30104
30105,series_15,emea,13885,0.105,false,extended,"row 30105 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30105
30106,series_16,amer,13922,0.106,true,stress,"row 30106 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30106
30107,series_0,latam,13959,0.107,false,delta,"row 30107 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30107
30108,series_1,apac,13996,0.108,true,baseline,"row 30108 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30108
30109,series_2,emea,14033,0.109,false,extended,"row 30109 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30109
30110,series_3,amer,14070,0.110,true,stress,"row 30110 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30110
30111,series_4,latam,14107,0.111,false,delta,"row 30111 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30111
30112,series_5,apac,14144,0.112,true,baseline,"row 30112 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30112
30113,series_6,emea,14181,0.113,false,extended,"row 30113 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30113
30114,series_7,amer,14218,0.114,true,stress,"row 30114 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30114
30115,series_8,latam,14255,0.115,false,delta,"row 30115 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30115
30116,series_9,apac,14292,0.116,true,baseline,"row 30116 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30116
30117,series_10,emea,14329,0.117,false,extended,"row 30117 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30117
30118,series_11,amer,14366,0.118,true,stress,"row 30118 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30118
30119,series_12,latam,14403,0.119,false,delta,"row 30119 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30119
30120,series_13,apac,14440,0.120,true,baseline,"row 30120 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30120
30121,series_14,emea,14477,0.121,false,extended,"row 30121 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30121
30122,series_15,amer,14514,0.122,true,stress,"row 30122 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30122
30123,series_16,latam,14551,0.123,false,delta,"row 30123 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30123
30124,series_0,apac,14588,0.124,true,baseline,"row 30124 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30124
30125,series_1,emea,14625,0.125,false,extended,"row 30125 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30125
30126,series_2,amer,14662,0.126,true,stress,"row 30126 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30126
30127,series_3,latam,14699,0.127,false,delta,"row 30127 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30127
30128,series_4,apac,14736,0.128,true,baseline,"row 30128 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30128
30129,series_5,emea,14773,0.129,false,extended,"row 30129 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30129
30130,series_6,amer,14810,0.130,true,stress,"row 30130 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30130
30131,series_7,latam,14847,0.131,false,delta,"row 30131 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30131
30132,series_8,apac,14884,0.132,true,baseline,"row 30132 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30132
30133,series_9,emea,14921,0.133,false,extended,"row 30133 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30133
30134,series_10,amer,14958,0.134,true,stress,"row 30134 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30134
30135,series_11,latam,14995,0.135,false,delta,"row 30135 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30135
30136,series_12,apac,15032,0.136,true,baseline,"row 30136 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30136
30137,series_13,emea,15069,0.137,false,extended,"row 30137 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30137
30138,series_14,amer,15106,0.138,true,stress,"row 30138 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30138
30139,series_15,latam,15143,0.139,false,delta,"row 30139 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30139
30140,series_16,apac,15180,0.140,true,baseline,"row 30140 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30140
30141,series_0,emea,15217,0.141,false,extended,"row 30141 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30141
30142,series_1,amer,15254,0.142,true,stress,"row 30142 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30142
30143,series_2,latam,15291,0.143,false,delta,"row 30143 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30143
30144,series_3,apac,15328,0.144,true,baseline,"row 30144 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30144
30145,series_4,emea,15365,0.145,false,extended,"row 30145 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30145
30146,series_5,amer,15402,0.146,true,stress,"row 30146 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30146
30147,series_6,latam,15439,0.147,false,delta,"row 30147 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30147
30148,series_7,apac,15476,0.148,true,baseline,"row 30148 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30148
30149,series_8,emea,15513,0.149,false,extended,"row 30149 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30149
30150,series_9,amer,15550,0.150,true,stress,"row 30150 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30150
30151,series_10,latam,15587,0.151,false,delta,"row 30151 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30151
30152,series_11,apac,15624,0.152,true,baseline,"row 30152 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30152
30153,series_12,emea,15661,0.153,false,extended,"row 30153 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30153
30154,series_13,amer,15698,0.154,true,stress,"row 30154 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30154
30155,series_14,latam,15735,0.155,false,delta,"row 30155 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30155
30156,series_15,apac,15772,0.156,true,baseline,"row 30156 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30156
30157,series_16,emea,15809,0.157,false,extended,"row 30157 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30157
30158,series_0,amer,15846,0.158,true,stress,"row 30158 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30158
30159,series_1,latam,15883,0.159,false,delta,"row 30159 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30159
30160,series_2,apac,15920,0.160,true,baseline,"row 30160 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30160
30161,series_3,emea,15957,0.161,false,extended,"row 30161 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30161
30162,series_4,amer,15994,0.162,true,stress,"row 30162 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30162
30163,series_5,latam,16031,0.163,false,delta,"row 30163 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30163
30164,series_6,apac,16068,0.164,true,baseline,"row 30164 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30164
30165,series_7,emea,16105,0.165,false,extended,"row 30165 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30165
30166,series_8,amer,16142,0.166,true,stress,"row 30166 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30166
30167,series_9,latam,16179,0.167,false,delta,"row 30167 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30167
30168,series_10,apac,16216,0.168,true,baseline,"row 30168 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30168
30169,series_11,emea,16253,0.169,false,extended,"row 30169 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30169
30170,series_12,amer,16290,0.170,true,stress,"row 30170 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30170
30171,series_13,latam,16327,0.171,false,delta,"row 30171 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30171
30172,series_14,apac,16364,0.172,true,baseline,"row 30172 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30172
30173,series_15,emea,16401,0.173,false,extended,"row 30173 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30173
30174,series_16,amer,16438,0.174,true,stress,"row 30174 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30174
30175,series_0,latam,16475,0.175,false,delta,"row 30175 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30175
30176,series_1,apac,16512,0.176,true,baseline,"row 30176 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30176
30177,series_2,emea,16549,0.177,false,extended,"row 30177 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30177
30178,series_3,amer,16586,0.178,true,stress,"row 30178 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30178
30179,series_4,latam,16623,0.179,false,delta,"row 30179 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30179
30180,series_5,apac,16660,0.180,true,baseline,"row 30180 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30180
30181,series_6,emea,16697,0.181,false,extended,"row 30181 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30181
30182,series_7,amer,16734,0.182,true,stress,"row 30182 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30182
30183,series_8,latam,16771,0.183,false,delta,"row 30183 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30183
30184,series_9,apac,16808,0.184,true,baseline,"row 30184 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30184
30185,series_10,emea,16845,0.185,false,extended,"row 30185 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30185
30186,series_11,amer,16882,0.186,true,stress,"row 30186 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30186
30187,series_12,latam,16919,0.187,false,delta,"row 30187 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30187
30188,series_13,apac,16956,0.188,true,baseline,"row 30188 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30188
30189,series_14,emea,16993,0.189,false,extended,"row 30189 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30189
30190,series_15,amer,17030,0.190,true,stress,"row 30190 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30190
30191,series_16,latam,17067,0.191,false,delta,"row 30191 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30191
30192,series_0,apac,17104,0.192,true,baseline,"row 30192 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30192
30193,series_1,emea,17141,0.193,false,extended,"row 30193 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30193
30194,series_2,amer,17178,0.194,true,stress,"row 30194 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30194
30195,series_3,latam,17215,0.195,false,delta,"row 30195 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30195
30196,series_4,apac,17252,0.196,true,baseline,"row 30196 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30196
30197,series_5,emea,17289,0.197,false,extended,"row 30197 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30197
30198,series_6,amer,17326,0.198,true,stress,"row 30198 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30198
30199,series_7,latam,17363,0.199,false,delta,"row 30199 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30199
30200,series_8,apac,17400,0.200,true,baseline,"row 30200 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30200
30201,series_9,emea,17437,0.201,false,extended,"row 30201 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30201
30202,series_10,amer,17474,0.202,true,stress,"row 30202 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30202
30203,series_11,latam,17511,0.203,false,delta,"row 30203 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30203
30204,series_12,apac,17548,0.204,true,baseline,"row 30204 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30204
30205,series_13,emea,17585,0.205,false,extended,"row 30205 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30205
30206,series_14,amer,17622,0.206,true,stress,"row 30206 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30206
30207,series_15,latam,17659,0.207,false,delta,"row 30207 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30207
30208,series_16,apac,17696,0.208,true,baseline,"row 30208 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30208
30209,series_0,emea,17733,0.209,false,extended,"row 30209 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30209
30210,series_1,amer,17770,0.210,true,stress,"row 30210 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30210
30211,series_2,latam,17807,0.211,false,delta,"row 30211 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30211
30212,series_3,apac,17844,0.212,true,baseline,"row 30212 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30212
30213,series_4,emea,17881,0.213,false,extended,"row 30213 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30213
30214,series_5,amer,17918,0.214,true,stress,"row 30214 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30214
30215,series_6,latam,17955,0.215,false,delta,"row 30215 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30215
30216,series_7,apac,17992,0.216,true,baseline,"row 30216 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30216
30217,series_8,emea,18029,0.217,false,extended,"row 30217 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30217
30218,series_9,amer,18066,0.218,true,stress,"row 30218 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30218
30219,series_10,latam,18103,0.219,false,delta,"row 30219 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30219
30220,series_11,apac,18140,0.220,true,baseline,"row 30220 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30220
30221,series_12,emea,18177,0.221,false,extended,"row 30221 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30221
30222,series_13,amer,18214,0.222,true,stress,"row 30222 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30222
30223,series_14,latam,18251,0.223,false,delta,"row 30223 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30223
30224,series_15,apac,18288,0.224,true,baseline,"row 30224 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30224
30225,series_16,emea,18325,0.225,false,extended,"row 30225 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30225
30226,series_0,amer,18362,0.226,true,stress,"row 30226 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30226
30227,series_1,latam,18399,0.227,false,delta,"row 30227 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30227
30228,series_2,apac,18436,0.228,true,baseline,"row 30228 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30228
30229,series_3,emea,18473,0.229,false,extended,"row 30229 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30229
30230,series_4,amer,18510,0.230,true,stress,"row 30230 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30230
30231,series_5,latam,18547,0.231,false,delta,"row 30231 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30231
30232,series_6,apac,18584,0.232,true,baseline,"row 30232 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30232
30233,series_7,emea,18621,0.233,false,extended,"row 30233 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30233
30234,series_8,amer,18658,0.234,true,stress,"row 30234 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30234
30235,series_9,latam,18695,0.235,false,delta,"row 30235 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30235
30236,series_10,apac,18732,0.236,true,baseline,"row 30236 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30236
30237,series_11,emea,18769,0.237,false,extended,"row 30237 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30237
30238,series_12,amer,18806,0.238,true,stress,"row 30238 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30238
30239,series_13,latam,18843,0.239,false,delta,"row 30239 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30239
30240,series_14,apac,18880,0.240,true,baseline,"row 30240 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30240
30241,series_15,emea,18917,0.241,false,extended,"row 30241 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30241
30242,series_16,amer,18954,0.242,true,stress,"row 30242 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30242
30243,series_0,latam,18991,0.243,false,delta,"row 30243 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30243
30244,series_1,apac,19028,0.244,true,baseline,"row 30244 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30244
30245,series_2,emea,19065,0.245,false,extended,"row 30245 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30245
30246,series_3,amer,19102,0.246,true,stress,"row 30246 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30246
30247,series_4,latam,19139,0.247,false,delta,"row 30247 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30247
30248,series_5,apac,19176,0.248,true,baseline,"row 30248 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30248
30249,series_6,emea,19213,0.249,false,extended,"row 30249 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30249
30250,series_7,amer,19250,0.250,true,stress,"row 30250 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30250
30251,series_8,latam,19287,0.251,false,delta,"row 30251 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30251
30252,series_9,apac,19324,0.252,true,baseline,"row 30252 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30252
30253,series_10,emea,19361,0.253,false,extended,"row 30253 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30253
30254,series_11,amer,19398,0.254,true,stress,"row 30254 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30254
30255,series_12,latam,19435,0.255,false,delta,"row 30255 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30255
30256,series_13,apac,19472,0.256,true,baseline,"row 30256 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30256
30257,series_14,emea,19509,0.257,false,extended,"row 30257 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30257
30258,series_15,amer,19546,0.258,true,stress,"row 30258 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30258
30259,series_16,latam,19583,0.259,false,delta,"row 30259 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30259
30260,series_0,apac,19620,0.260,true,baseline,"row 30260 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30260
30261,series_1,emea,19657,0.261,false,extended,"row 30261 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30261
30262,series_2,amer,19694,0.262,true,stress,"row 30262 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30262
30263,series_3,latam,19731,0.263,false,delta,"row 30263 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30263
30264,series_4,apac,19768,0.264,true,baseline,"row 30264 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30264
30265,series_5,emea,19805,0.265,false,extended,"row 30265 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30265
30266,series_6,amer,19842,0.266,true,stress,"row 30266 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30266
30267,series_7,latam,19879,0.267,false,delta,"row 30267 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30267
30268,series_8,apac,19916,0.268,true,baseline,"row 30268 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30268
30269,series_9,emea,19953,0.269,false,extended,"row 30269 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30269
30270,series_10,amer,19990,0.270,true,stress,"row 30270 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30270
30271,series_11,latam,20027,0.271,false,delta,"row 30271 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30271
30272,series_12,apac,20064,0.272,true,baseline,"row 30272 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30272
30273,series_13,emea,20101,0.273,false,extended,"row 30273 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30273
30274,series_14,amer,20138,0.274,true,stress,"row 30274 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30274
30275,series_15,latam,20175,0.275,false,delta,"row 30275 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30275
30276,series_16,apac,20212,0.276,true,baseline,"row 30276 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30276
30277,series_0,emea,20249,0.277,false,extended,"row 30277 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30277
30278,series_1,amer,20286,0.278,true,stress,"row 30278 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30278
30279,series_2,latam,20323,0.279,false,delta,"row 30279 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30279
30280,series_3,apac,20360,0.280,true,baseline,"row 30280 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30280
30281,series_4,emea,20397,0.281,false,extended,"row 30281 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30281
30282,series_5,amer,20434,0.282,true,stress,"row 30282 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30282
30283,series_6,latam,20471,0.283,false,delta,"row 30283 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30283
30284,series_7,apac,20508,0.284,true,baseline,"row 30284 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30284
30285,series_8,emea,20545,0.285,false,extended,"row 30285 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30285
30286,series_9,amer,20582,0.286,true,stress,"row 30286 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30286
30287,series_10,latam,20619,0.287,false,delta,"row 30287 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30287
30288,series_11,apac,20656,0.288,true,baseline,"row 30288 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30288
30289,series_12,emea,20693,0.289,false,extended,"row 30289 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30289
30290,series_13,amer,20730,0.290,true,stress,"row 30290 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30290
30291,series_14,latam,20767,0.291,false,delta,"row 30291 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30291
30292,series_15,apac,20804,0.292,true,baseline,"row 30292 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30292
30293,series_16,emea,20841,0.293,false,extended,"row 30293 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30293
30294,series_0,amer,20878,0.294,true,stress,"row 30294 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30294
30295,series_1,latam,20915,0.295,false,delta,"row 30295 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30295
30296,series_2,apac,20952,0.296,true,baseline,"row 30296 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30296
30297,series_3,emea,20989,0.297,false,extended,"row 30297 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30297
30298,series_4,amer,21026,0.298,true,stress,"row 30298 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30298
30299,series_5,latam,21063,0.299,false,delta,"row 30299 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30299
30300,series_6,apac,21100,0.300,true,baseline,"row 30300 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30300
30301,series_7,emea,21137,0.301,false,extended,"row 30301 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30301
30302,series_8,amer,21174,0.302,true,stress,"row 30302 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30302
30303,series_9,latam,21211,0.303,false,delta,"row 30303 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30303
30304,series_10,apac,21248,0.304,true,baseline,"row 30304 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30304
30305,series_11,emea,21285,0.305,false,extended,"row 30305 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30305
30306,series_12,amer,21322,0.306,true,stress,"row 30306 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30306
30307,series_13,latam,21359,0.307,false,delta,"row 30307 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30307
30308,series_14,apac,21396,0.308,true,baseline,"row 30308 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30308
30309,series_15,emea,21433,0.309,false,extended,"row 30309 with unicode 北京 and markdown-like pipe | plus quoted text",https://example.com/data/30309
