id	format	path	source_type	source_id	license_status	license_review_status	privacy	size_class	features	expected_signals	quality_tier	original_url	local_cache_path	notes
pptx_chart_datalabels_python_pptx_cht_datalabels	pptx	external_quality/pptx/python-pptx/cht-datalabels.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;chart;datalabels;presentationml	no_empty_output;contains_all:Series 3|Category 4|4.5;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/cht-datalabels.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx chart-data-labels sample; useful positive control for cached chart-table lowering across multiple chart variants
pptx_table_cells_python_pptx_tbl_cell	pptx	external_quality/pptx/python-pptx/tbl-cell.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	small	pptx;table;merged_cells;presentationml	no_empty_output;contains_all:having custom margins|unladen swallows|merged cell|a|i;table_marker	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/tbl-cell.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx table-cell sample with vertical anchoring text and merged cells; useful coverage for conservative table lowering
pptx_shapes_chart_image_python_pptx_shp_shapes	pptx	external_quality/pptx/python-pptx/shp-shapes.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;shape;image;chart;presentationml	no_empty_output;contains_all:shapes[0]|Picture is shapes[2]|Sales;table_marker;image_ref	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/shp-shapes.pptx	external_quality/pptx/python-pptx	MIT-licensed python-pptx slide-shapes sample combining text boxes, image shapes, and chart lowering on one deck
pptx_shapes_chart_image_python_pptx_shp_shapes_counts	pptx	external_quality/pptx/python-pptx/shp-shapes.pptx	tool_fixture	python_pptx_tests	MIT	approved	external_cache	medium	pptx;shape;image;chart;count_guard;duplicate_guard	no_empty_output;exact_count:## Slide 1=1;exact_count:## Slide 2=1;exact_count:### shapes[0]=1;exact_count:shapes[1]=1;exact_count:Picture is shapes[2]=1;exact_count:shapes[3]=1;exact_count:shapes[4]=1;exact_count:| Category | Sales |=1;exact_count:1st Qtr=1;not_contains:<br>;not_contains:<c:;not_contains:<a:;table_marker;image_ref;order:## Slide 1|### shapes[0]|shapes[1]|Picture is shapes[2]|shapes[3]|shapes[4]|1st Qtr|## Slide 2	reference	https://github.com/scanny/python-pptx/blob/master/features/steps/test_files/shp-shapes.pptx	external_quality/pptx/python-pptx	Local-only count guard on python-pptx slide-shapes sample; catches shape/chart/image duplication drift while preserving the current near-empty table shape and chart block order
pdf_annotation_text_without_popup_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-text-without-popup.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;text_comment	no_empty_output;contains_all:only with style option dvipdfmx|## Annotations|Tim van der Meij|Text content without Popup annotation	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-text-without-popup.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js text-annotation sample without a separate Popup object; normal output should preserve page text and append a readable annotation note
pdf_annotation_text_without_popup_pdfjs_counts	pdf	external_quality/pdf/pdfjs/annotation-text-without-popup.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;text_comment;count_assertion	no_empty_output;exact_count:only with style option dvipdfmx=1;exact_count:## Annotations=1;exact_count:Text (page 1): Tim van der Meij — Text content without Popup annotation=1;max_count:## Forms=0;order:only with style option dvipdfmx|## Annotations|Text (page 1): Tim van der Meij — Text content without Popup annotation	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-text-without-popup.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js text-annotation-without-popup sample; catches duplicate annotation appendix emission or accidental Forms leakage
pdf_highlight_popup_pdfjs	pdf	external_quality/pdf/pdfjs/highlight_popup.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;highlight_popup	no_empty_output;contains_all:Hello PDF.js World|## Annotations|Comment on Text|PDF.js is highlighted.	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/highlight_popup.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js highlight-popup sample; normal output should preserve visible text and append the highlight annotation content in a readable appendix
pdf_highlight_popup_pdfjs_counts	pdf	external_quality/pdf/pdfjs/highlight_popup.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;highlight_popup;bookmark;count_assertion	no_empty_output;exact_count:Hello PDF.js World=1;exact_count:## Annotations=1;exact_count:Highlight (page 1): Comment on Text — PDF.js is highlighted.=1;exact_count:## Bookmarks=1;exact_count:- Blank Page -> page 1=1;order:Hello PDF.js World|## Annotations|Highlight (page 1): Comment on Text — PDF.js is highlighted.|## Bookmarks|- Blank Page -> page 1	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/highlight_popup.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js highlight-popup sample; catches duplicated annotation or bookmark appendices while preserving current body-annotation-bookmark order
pdf_fileattachment_annotation_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-fileattachment.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;file_attachment	no_empty_output;contains_all:FileAttachment|## Annotations|File Attachment|Test.txt	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-fileattachment.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js file-attachment annotation sample; normal output should keep visible text and surface the attachment note payload instead of silently dropping it
pdf_fileattachment_annotation_pdfjs_counts	pdf	external_quality/pdf/pdfjs/annotation-fileattachment.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;file_attachment;count_assertion	no_empty_output;contains:FileAttachment;exact_count:## Annotations=1;exact_count:FileAttachment (page 1): File Attachment — Test.txt=1;max_count:## Forms=0;order:FileAttachment|## Annotations|FileAttachment (page 1): File Attachment — Test.txt	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-fileattachment.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js file-attachment annotation sample; catches duplicate attachment appendix lines or accidental Forms leakage while preserving the visible title text
docx_table_cells_python_docx_tbl_cell_access	docx	external_quality/docx/python-docx/tbl-cell-access.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;table;merged_cells	no_empty_output;contains_all:1|6|9;order:1|4|7;table_marker	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/tbl-cell-access.docx	external_quality/docx/python-docx	MIT-licensed python-docx table-cell sample exercising horizontal and vertical merged-cell access; normal output should remain stable and preserve visible cell text across the merged-grid cases
docx_inline_images_python_docx_shp_inline_shape_access	docx	external_quality/docx/python-docx/shp-inline-shape-access.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	medium	docx;image;asset_export	no_empty_output;image_ref;asset_count_min:2	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/shp-inline-shape-access.docx	external_quality/docx/python-docx	MIT-licensed python-docx inline-shape sample with multiple embedded images and minimal surrounding text; useful positive control for image export in the normal DOCX path
docx_inline_images_python_docx_shp_inline_shape_access_counts	docx	external_quality/docx/python-docx/shp-inline-shape-access.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	medium	docx;image;count_guard;asset_export	no_empty_output;exact_count:![image](assets/=2;exact_count:.png)=1;exact_count:.jpeg)=1;image_ref;asset_count_min:2	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/shp-inline-shape-access.docx	external_quality/docx/python-docx	Local-only inline-image count guard on python-docx sample; catches duplicate image markdown emission while staying agnostic to any future OCR or caption policy changes
docx_paras_tables_python_docx_blk_paras_and_tables	docx	external_quality/docx/python-docx/blk-paras-and-tables.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;table;nested_table;headers;footers	no_empty_output;contains_all:Lorem ipsum dolor sit amet, consectetur adipiscing elit.|Text before|Table|Between|Text after|Donec semper facilisis metus finibus malesuada.|Header 1 Default|Footer 1 Default;table_marker	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/blk-paras-and-tables.docx	external_quality/docx/python-docx	MIT-licensed python-docx block-items sample mixing empty tables, nested-table cell content, and default header/footer blocks; useful cross-source positive control for block order
docx_paras_tables_python_docx_blk_paras_and_tables_counts	docx	external_quality/docx/python-docx/blk-paras-and-tables.docx	tool_fixture	python_docx_tests	MIT	approved	external_cache	small	docx;table;header_footer;count_guard;duplicate_guard	no_empty_output;exact_count:Text before=1;exact_count:Table=1;exact_count:Between=1;exact_count:Text after=1;exact_count:Donec semper facilisis metus finibus malesuada.=1;exact_count:Header 1 Default=1;exact_count:Footer 1 Default=1;table_marker	reference	https://github.com/python-openxml/python-docx/blob/master/features/steps/test_files/blk-paras-and-tables.docx	external_quality/docx/python-docx	Local-only count guard on python-docx block-items sample; catches repeated header/footer or over-emitted block/table text
docx_hyperlink_openxmlsdk	docx	external_quality/docx/openxml-sdk/Hyperlink.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	docx;hyperlink;openxml_sdk	no_empty_output;contains_all:Following is a hyperlink.|[EricWhite.com](http://www.ericwhite.com);link_ref	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Hyperlink.docx	external_quality/docx/openxml-sdk	MIT-licensed Open XML SDK hyperlink sample; useful cross-source positive control for explicit DOCX hyperlink lowering
docx_hyperlink_openxmlsdk_counts	docx	external_quality/docx/openxml-sdk/Hyperlink.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	docx;hyperlink;count_guard;duplicate_guard	no_empty_output;exact_count:Following is a hyperlink.=1;exact_count:[EricWhite.com](http://www.ericwhite.com)=1;max_count:## Comments=0;order:Following is a hyperlink.|[EricWhite.com](http://www.ericwhite.com)	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Hyperlink.docx	external_quality/docx/openxml-sdk	Local-only hyperlink count guard on Open XML SDK sample; catches duplicated external-link lowering or stray appendix leakage in the simple hyperlink path
docx_comments_openxmlsdk	docx	external_quality/docx/openxml-sdk/Comments.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	docx;comment;openxml_sdk	no_empty_output;contains_all:Online Video [comment 1]|## Comments|Eric White: This is a comment.	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Comments.docx	external_quality/docx/openxml-sdk	MIT-licensed Open XML SDK DOCX sample with inline comment marker and comment appendix; useful cross-source positive control for note/comment lowering
docx_comments_openxmlsdk_counts	docx	external_quality/docx/openxml-sdk/Comments.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	docx;comment;count_guard;duplicate_guard;openxml_sdk	no_empty_output;exact_count:Online Video [comment 1]=1;exact_count:## Comments=1;exact_count:1. Eric White: This is a comment.=1;max_count:## Footnotes=0;max_count:## Endnotes=0;order:Online Video [comment 1]|## Comments|1. Eric White: This is a comment.	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Comments.docx	external_quality/docx/openxml-sdk	Local-only comment count guard on Open XML SDK sample; catches duplicated inline comment markers or appendix entries without allowing unrelated notes sections to leak in
docx_notes_openxmlsdk	docx	external_quality/docx/openxml-sdk/Notes.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	medium	docx;image;note_paragraphs;openxml_sdk	no_empty_output;contains_all:An Overview Paper|# First Section|## Technologies|Note: Lorem ipsum dolor sit amet;image_ref	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Notes.docx	external_quality/docx/openxml-sdk	MIT-licensed Open XML SDK DOCX sample with long-form body text, note-style paragraphs, and an embedded image; useful cross-source positive control for mixed block/image lowering
docx_notes_openxmlsdk_counts	docx	external_quality/docx/openxml-sdk/Notes.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	medium	docx;image;note_paragraphs;count_guard;openxml_sdk	no_empty_output;exact_count:An Overview Paper=1;exact_count:# Overview=1;exact_count:# First Section=1;exact_count:## Technologies=1;exact_count:## Procedures=1;exact_count:## Contraindications=1;exact_count:# Summary=1;exact_count:Note: Lorem ipsum dolor sit amet=1;exact_count:Note: On the Insert tab, the galleries include items that are designed to coordinate with the overall look of your document.=1;image_ref;asset_count_min:2;order:An Overview Paper|# Overview|# First Section|## Technologies|## Procedures|## Contraindications|# Summary	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Notes.docx	external_quality/docx/openxml-sdk	Local-only count guard on Open XML SDK Notes sample; catches duplicated section headings or note-style paragraphs while preserving the current mixed body/image order
docx_svg_openxmlsdk	docx	external_quality/docx/openxml-sdk/svg.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	docx;image;svg;asset_export;openxml_sdk	no_empty_output;image_ref;asset_count_min:2	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/svg.docx	external_quality/docx/openxml-sdk	MIT-licensed Open XML SDK DOCX sample with an SVG-backed drawing that also carries a raster fallback; normal output should emit an image reference and export both payload assets conservatively
docx_svg_openxmlsdk_counts	docx	external_quality/docx/openxml-sdk/svg.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	small	docx;image;svg;count_guard;asset_export;openxml_sdk	no_empty_output;exact_count:![image](assets/=1;max_count:## Comments=0;max_count:## Footnotes=0;max_count:## Endnotes=0;image_ref;asset_count_min:2	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/svg.docx	external_quality/docx/openxml-sdk	Local-only SVG image guard on Open XML SDK sample; catches duplicate image markdown or unexpected appendix leakage while preserving the current one-image user-facing output and dual-asset export
docx_complex01_openxmlsdk	docx	external_quality/docx/openxml-sdk/Complex01.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	large	docx;comment;footnote;endnote;bookmark_anchor;table;textbox;list;openxml_sdk	no_empty_output;contains_all:[Video provides a powerful](#ABookmark)|[EricWhite.com](http://www.ericwhite.com)|## Footnotes|[^1]: This is a footnote.|## Endnotes|[^e1]: This is an endnote.|## Comments|1. Eric White: This is a comment.|## Text Boxes|### Text Box 1;table_marker;link_ref	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Complex01.docx	external_quality/docx/openxml-sdk	MIT-licensed Open XML SDK complex DOCX exercising lists, bookmark links, comments, notes, text boxes, and tables in one document; useful broad mixed-feature positive control
docx_complex01_openxmlsdk_appendix_counts	docx	external_quality/docx/openxml-sdk/Complex01.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	large	docx;comment;footnote;endnote;textbox;count_guard;duplicate_guard	no_empty_output;exact_count:## Footnotes=1;exact_count:[^1]: This is a footnote.=1;exact_count:## Endnotes=1;exact_count:[^e1]: This is an endnote.=1;exact_count:## Comments=1;exact_count:Eric White: This is a comment.=1;exact_count:## Text Boxes=1;exact_count:### Text Box 1=1;order:## Footnotes|## Endnotes|## Comments|## Text Boxes	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Complex01.docx	external_quality/docx/openxml-sdk	Local-only appendix count guard on Open XML SDK Complex01; catches duplicate notes/comments/text-box appendix emission while preserving current appendix order
docx_complex01_openxmlsdk_body_link_counts	docx	external_quality/docx/openxml-sdk/Complex01.docx	tool_fixture	openxml_sdk_tests	MIT	approved	external_cache	large	docx;bookmark_anchor;hyperlink;textbox;count_guard	no_empty_output;exact_count:[Video provides a powerful](#ABookmark)=1;exact_count:[EricWhite.com](http://www.ericwhite.com)=1;exact_count:### Text Box 6=1;exact_count:Here is a text box.=2;order:Following hyperlink is to a bookmark on this same page.|[Video provides a powerful](#ABookmark)|This is the bookmark here.	reference	https://github.com/dotnet/Open-XML-SDK/blob/main/test/DocumentFormat.OpenXml.Tests.Assets/assets/TestFiles/Complex01.docx	external_quality/docx/openxml-sdk	Local-only body/link/text-box count guard on Open XML SDK Complex01; catches duplicate bookmark links or unstable text-box appendix numbering without relying on filename-specific logic
pdf_annotation_freetext_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-freetext.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;freetext	no_empty_output;contains_all:FreeText|## Annotations|FreeText (page 1): Typewriter — FreeText content	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-freetext.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js FreeText annotation sample with one meaningful typewriter note plus a degenerate empty shell; normal output should keep the visible page title and append only the meaningful annotation payload
pdf_annotation_freetext_pdfjs_counts	pdf	external_quality/pdf/pdfjs/annotation-freetext.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;freetext;count_assertion	no_empty_output;exact_count:## Annotations=1;exact_count:FreeText (page 1): Typewriter — FreeText content=1;max_count:## Forms=0;max_count:FreeText (page 1):=1;order:FreeText|## Annotations|FreeText (page 1): Typewriter — FreeText content;not_contains:/Subtype;not_contains:/AP	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-freetext.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js FreeText annotation sample; catches duplicate appendix emission or accidental Forms leakage while preserving the current visible title and one meaningful note payload
pdf_annotation_line_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-line.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;line	no_empty_output;contains_all:# Line|## Annotations|Line (page 1): Line — Line content	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-line.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js line-annotation sample; normal output should preserve page text and append the line annotation subject and contents
pdf_annotation_line_pdfjs_counts	pdf	external_quality/pdf/pdfjs/annotation-line.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;line;count_assertion	no_empty_output;exact_count:# Line=1;exact_count:## Annotations=1;exact_count:Line (page 1): Line — Line content=1;max_count:## Forms=0;order:# Line|## Annotations|Line (page 1): Line — Line content;not_contains:/Subtype;not_contains:/AP	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-line.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js line annotation sample; catches duplicate line-annotation appendix rows or unexpected Forms leakage while preserving the current visible title-before-appendix order
pdf_annotation_square_circle_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-square-circle.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;square;circle	no_empty_output;contains_all:Square|Circle|## Annotations|Square (page 1): Rectangle — Square content|Circle (page 1): Oval — Circle content	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-square-circle.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js square-and-circle annotation sample; normal output should keep both visible labels and append readable square/circle annotation notes
pdf_annotation_underline_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-underline.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;underline	no_empty_output;contains_all:Underline Lorem ipsum dolor sit amet|## Annotations|Underline (page 1): Underline — Underline content	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-underline.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js underline-annotation sample; normal output should preserve the underlined text and append the underline annotation contents
pdf_annotation_strikeout_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-strikeout.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;strikeout	no_empty_output;contains_all:StrikeOut|Lorem ipsum dolor sit amet|## Annotations|StrikeOut (page 1): Strikeout — StrikeOut content	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-strikeout.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js strikeout-annotation sample; normal output should preserve the visible struck text and append the strikeout annotation contents
pdf_annotation_hidden_noview_pdfjs	pdf	external_quality/pdf/pdfjs/annotation_hidden_noview.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;hidden;noview	not_contains:## Annotations;not_contains:Ink (page 1):;not_contains:World	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation_hidden_noview.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js hidden no-view annotation sample; current normal output should not surface hidden annotation payload in the appendix
pdf_annotation_hidden_noview_pdfjs_counts	pdf	external_quality/pdf/pdfjs/annotation_hidden_noview.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;hidden;noview;bookmark;count_assertion	no_empty_output;exact_count:## Bookmarks=1;exact_count:- Blank Page -> page 1=1;max_count:## Annotations=0;max_count:Ink (page 1):=0;max_count:## Forms=0;max_count:World=0	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation_hidden_noview.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js hidden-no-view sample; catches hidden annotation leakage while preserving the current bookmark-only output
pdf_annotation_hidden_print_pdfjs	pdf	external_quality/pdf/pdfjs/annotation_hidden_print.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;ink;print_only	no_empty_output;contains_all:## Annotations|Ink (page 1): Pencil	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation_hidden_print.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js print-visible hidden annotation sample; current normal output should append the printable ink annotation even though the page has no extracted body text
pdf_annotation_hidden_print_pdfjs_counts	pdf	external_quality/pdf/pdfjs/annotation_hidden_print.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;ink;print_only;count_assertion;duplicate_guard	no_empty_output;exact_count:## Annotations=1;exact_count:Ink (page 1): Pencil=1;max_count:## Forms=0;max_count:Text (page 1):=0	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation_hidden_print.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js hidden-print annotation sample; count assertions guard against duplicate printable annotation appendix notes and accidental hidden widget leakage into Forms output
pdf_annotation_hidden_print_pdfjs_bookmark_counts	pdf	external_quality/pdf/pdfjs/annotation_hidden_print.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;ink;print_only;bookmark;count_assertion	no_empty_output;exact_count:## Annotations=1;exact_count:Ink (page 1): Pencil=1;exact_count:## Bookmarks=1;exact_count:- Blank Page -> page 1=1;max_count:## Forms=0;max_count:Text (page 1):=0;order:## Annotations|Ink (page 1): Pencil|## Bookmarks|- Blank Page -> page 1	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation_hidden_print.pdf	external_quality/pdf/pdfjs	Local-only count guard on the pdf.js hidden-print sample; catches duplicated bookmark appendix blocks in addition to printable annotation note drift
pdf_arabic_cid_truetype_pdfjs	pdf	external_quality/pdf/pdfjs/ArabicCIDTrueType.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;arabic;cidfont;truetype;text_pdf	no_empty_output;contains:ﺔﻴﺑﺮﻌﻟاطﻮﻄﳋاعاﻮﻧا	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/ArabicCIDTrueType.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js Arabic CID TrueType sample; useful positive control that native extraction can already preserve visible RTL/CID text on a supported path
pdf_annotation_highlight_without_appearance_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-highlight-without-appearance.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;highlight;without_appearance	no_empty_output;contains_all:Highlight (without appearance stream)|Lorem ipsum dolor sit amet|## Annotations|Highlight (page 1): Highlight content;not_contains:þÿ	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-highlight-without-appearance.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js highlight annotation sample without an appearance stream; normal output should keep visible text and decode the annotation contents cleanly in the appendix
pdf_annotation_line_without_appearance_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-line-without-appearance.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;line;without_appearance	no_empty_output;contains_all:Line (without appearance stream)|## Annotations|Line (page 1): Line content;not_contains:þÿ	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-line-without-appearance.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js line annotation sample without an appearance stream; normal output should decode the line annotation contents cleanly without requiring an AP stream
pdf_annotation_square_circle_without_appearance_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-square-circle-without-appearance.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;square;circle;without_appearance	no_empty_output;contains_all:Square (without appearance stream)|Circle (without appearance stream)|## Annotations|Square (page 1): Square content|Circle (page 1): Circle content;not_contains:þÿ	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-square-circle-without-appearance.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js square/circle annotation sample without appearance streams; normal output should decode both square and circle note contents cleanly in the appendix
pdf_annotation_square_circle_without_appearance_pdfjs_counts	pdf	external_quality/pdf/pdfjs/annotation-square-circle-without-appearance.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;square;circle;without_appearance;count_assertion	no_empty_output;exact_count:## Annotations=1;exact_count:Square (page 1): Square content=1;exact_count:Circle (page 1): Circle content=1;max_count:# Square (without appearance stream)=1;max_count:# Circle (without appearance stream)=1	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-square-circle-without-appearance.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js square/circle annotation sample without appearance streams; count assertions guard against duplicate appendix notes and repeated page-title emission
pdf_annotation_squiggly_without_appearance_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-squiggly-without-appearance.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;squiggly;without_appearance	no_empty_output;contains_all:Squiggly (without appearance stream)|Lorem ipsum dolor sit amet|## Annotations|Squiggly (page 1): Squiggly content;not_contains:þÿ	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-squiggly-without-appearance.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js squiggly annotation sample without an appearance stream; normal output should preserve visible text and decode the squiggly annotation contents cleanly
pdf_annotation_strikeout_without_appearance_pdfjs	pdf	external_quality/pdf/pdfjs/annotation-strikeout-without-appearance.pdf	tool_fixture	pdfjs_tests	Apache-2.0	approved	external_cache	small	pdf;annotation;strikeout;without_appearance	no_empty_output;contains_all:StrikeOut (without appearance stream)|Lorem ipsum dolor sit amet|## Annotations|StrikeOut (page 1): StrikeOut content;not_contains:þÿ	reference	https://github.com/mozilla/pdf.js/blob/master/test/pdfs/annotation-strikeout-without-appearance.pdf	external_quality/pdf/pdfjs	Apache-2.0 pdf.js strikeout annotation sample without an appearance stream; normal output should preserve visible struck text and decode the strikeout annotation contents cleanly
